id	text
ar-DZ_024	ماهو عدد الساعات التي يقضيها طلاب الثانوية  في المدرسة في الجزائر؟ (استعمل الأرقام العربية الصحيحة (0~24)، بدون أي نقاط عشرية.)
en-DZ_024	How many hours a day do students in Algeria usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.)
ar-DZ_025	ما هو عدد اللغات التي يدرسها طلاب المدارس الثانوية في الجزائر؟ (أجب برقم، مثلا 5.)
en-DZ_025	How many languages do students study at high school in Algeria? (Provide Arabic numerals (e.g., 5) only.)
ar-DZ_026	ما هي أشهر رياضة جماعية في المدارس الجزائرية؟
en-DZ_026	What is the most popular sport played in a team at school in Algeria?
ar-DZ_027	من هو أشهر معلق رياضي في الجزائر؟
en-DZ_027	Who is the most popular sport commentator in Algeria?
ar-DZ_028	ما هو أشهر فريق رياضي في الجزائر؟
en-DZ_028	What is the most popular sport team in Algeria?
ar-DZ_029	ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟
en-DZ_029	What are the common places or venues where individuals in Algeria usually gather to watch sports broadcasts?
ar-DZ_030	ما هو عدد الوجبات التي يتناولها الناس يوميا في الجزائر عادة؟(استعمل الأرقام العربية مثل 5)
en-DZ_030	How many meals per day do people from Algeria usually have? (Provide Arabic numerals (e.g., 5) only.)
ar-DZ_031	ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟
en-DZ_031	Which is the most important meal of the day to people from Algeria?
ar-DZ_032	ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟
en-DZ_032	What is the most common ingredient used in Algeria's diet?
ar-DZ_033	ماذا يأكل الناس في الجزائر عادة للتحلية بعد الطعام؟
en-DZ_033	What do people from Algeria usually eat for dessert?
ar-DZ_034	أي يوم من أيام الأسبوع ينظم الناس عادة وجبة عائلية في الجزائر؟
en-DZ_034	Which day of the week do people usually organize a family meal in Algeria?
ar-DZ_035	ما هو المشروب الساخن الأكثر شعبية في الجزائر؟
en-DZ_035	Which is the most popular hot drink in Algeria?
ar-DZ_036	ماذا يشرب الشباب في الجزائر عادة في النادي الليلي؟
en-DZ_036	What do young people from Algeria usually drink at the night club?
ar-DZ_037	في أي شهر يأخذ الناس عادة عطلاتهم في الجزائر؟(استعمل الأرقام العربية مثل 1~12).
en-DZ_037	At which month do people usually take holidays in Algeria? (Provide Arabic numerals (1~12) only.)
ar-DZ_038	ما هي تقاليد ليلة رأس السنة في الجزائر؟
en-DZ_038	What tradition is there in Algeria for New Year's Eve?
ar-DZ_039	ما هو النوع النموذجي لمنازل العائلات في الجزائر؟
en-DZ_039	Which is the typical type of house for a family in Algeria?
ar-DZ_040	أين يعيش كبار السن العاجزين عادة في الجزائر؟
en-DZ_040	Where do the dependent elderly usually live in Algeria?
ar-DZ_041	ماهي مدة إجازة الأمومة في الجزائر بالأسابيع؟ (استعمل الأرقام العربية مثل 7، 8.).
en-DZ_041	How long (in weeks) is Algeria's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)
ar-DZ_042	ما هي مدة إجازة الأبوة في الجزائر(بالأسابيع)؟ (استعمل الأرقام العربية مثل 7، 8.)
en-DZ_042	How long (in weeks) is Algeria's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)
ar-DZ_043	ماهي الوجهة الشائعة لقضاء عطلة عائلية في الجزائر؟
en-DZ_043	What type of destination is commonly chosen for a family vacation in Algeria?
ar-DZ_044	ما هي الرياضات المفضلة لكبار السن في الجزائر؟
en-DZ_044	What sports do seniors like the most in Algeria?
ar-DZ_045	ما هي الرياضات المفضلة للرجال في الجزائر؟
en-DZ_045	What sports do men like to play the most in Algeria?
ar-DZ_046	من هو أشهر لاعب كرة سلة في الجزائر؟
en-DZ_046	Who is the most famous basketball player in Algeria?
ar-DZ_047	ما هو أشهر رياضة للأطفال في الجزائر؟
en-DZ_047	What is the most popular sports among children in Algeria?
ar-DZ_048	ما هي الرياضات المفضلة للنساء في الجزائر؟
en-DZ_048	What sports do women like to play the most in Algeria?
ar-DZ_049	هاهي الرياضة  التي فازت الجزائر فيها بأكبر عدد من الميداليات الذهبية في الأولمبياد؟
en-DZ_049	What sports event has Algeria won the most gold medals at the Olympics?
ar-DZ_050	ما هي الرياضات التي يفضل ممارستها طلاب الجامعة الذكور في الجزائر؟
en-DZ_050	What sports do male students in university like to play the most in Algeria?
ar-DZ_051	هاهو متوسط عدد أفراد الأسرة في الجزائر؟ (استعمل الأرقام العربية مثل 7، 8.)
en-DZ_051	How many people are there in a family on average in Algeria? (Provide Arabic numerals (e.g., 12) only.)
ar-DZ_052	هاهو متوسط عدد الأطفال في الأسرة الواحدة في الجزائر؟ (استعمل الأرقام العربية مثل 7، 8.)
en-DZ_052	How many children do couples usually have in Algeria? (Provide Arabic numerals (e.g., 12) only.)
ar-DZ_053	ما هي مدة الدراسة الابتدائية بالسنوات في الجزائر؟ (أجب برقم, مثلا 12.)
en-DZ_053	What is the duration of elementary school in years in Algeria? (Provide Arabic numerals (e.g., 12) only.)
ar-DZ_054	ما هي مدة التعليم الإلزامي بالسنوات في الجزائر؟(أجب برقم, مثلا 12)
en-DZ_054	What is the duration of compulsory education in years in Algeria? (Provide Arabic numerals (e.g., 12) only.)
ar-DZ_055	في أي سن يبدأ الطلاب تعلم لغة ثانية في الجزائر؟(أجب برقم، مثلا 12.)
en-DZ_055	From which age do students start learning their second language in Algeria? (Provide Arabic numerals (e.g., 12) only.)
ar-DZ_056	ما هي مدة التعليم الجامعي في الجزائر؟ (أجب برقم, مثلا 12)
en-DZ_056	What is the duration of undergraduate education in Algeria? (Provide Arabic numerals (e.g., 12) only.)
ar-DZ_057	متى ينتهي دوام تلاميذ المدارس الابتدائية في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقيقة مثلاً، 18:00، 09:00).
en-DZ_057	What time do younger elementary school students finish school in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)
ar-DZ_058	ماهو عدد الآلات الموسيقية التي يعزف عليها تلاميذ المدارس الابتدائية في الجزائر عادة؟ (أجب برقم، مثلا 12.)
en-DZ_058	How many musical instruments do elementary school students in Algeria typically play? (Provide Arabic numerals (e.g., 12) only.)
ar-DZ_059	أي يوم من أيام الأسبوع يُفَضَل لتنظيم عشاءات الشركات في الجزائر؟
en-DZ_059	What day of the week do people in Algeria prefer to have company dinners?
ar-DZ_060	ماهي المنطقة/المدينة التي تحوي أكبر عدد من الشركات المالية في الجزائر؟
en-DZ_060	Which region/city has the highest number of financial companies in Algeria?
ar-DZ_061	ما هي أشهر شركة خاصة في الجزائر؟
en-DZ_061	What is the most famous private company in Algeria?
ar-DZ_062	ما هو العدد الأقصى لساعات العمل الأسبوعي في الجزائر؟(استعمل الأرقام العربية مثل 12).
en-DZ_062	What is the maximum number of hours one can work per week in Algeria? (Provide Arabic numerals (e.g., 12) only.)
ar-DZ_063	ماذا يأكل الناس في تجمعات الشركات في الجزائر عادة؟
en-DZ_063	What do people typically eat during company get-together in Algeria?
ar-DZ_064	ما هوأهم منتج تصدره الجزائر؟
en-DZ_064	What is the representative export item of Algeria?
ar-DZ_065	كم تدوم فترة الاستراحة للغداء في الجزائر (بالساعات) ؟ (قدم الأرقام العربية بمنزلة عشرية واحدة (مثلاً، 2، 3.5) فقط.)
en-DZ_065	How long (in hours) is the typical lunch break in Algeria? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)
ar-DZ_066	أين تقيم الأمهات لفترة التعافي بعد الولادة في الجزائر؟
en-DZ_066	Where do mothers stay for a certain period after childbirth for recovery in Algeria?
ar-DZ_067	ما هي الزهرة الأكثر إهداءً في الجزائر في يوم الوالدين؟
en-DZ_067	What is Algeria's most commonly given flower on Parents' Day?
ar-DZ_068	على ما ينفق الناس أول راتب لهم في المجتمع الجزائري؟
en-DZ_068	What do people especially spend their first salary on in Algeria's society?
ar-DZ_069	ما هي المرافق الترفيهية المفضلة لدى الأطفال في الجزائر؟
en-DZ_069	What is the most preferred recreational facility among children in Algeria?
ar-DZ_070	ما هي العطل العائلية في الجزائر؟
en-DZ_070	What are the family-related holidays in Algeria?
ar-DZ_071	ما هي المراحل الرئيسية المرتبطة باستقلال الأطفال عن والديهم في المجتمع الجزائري؟
en-DZ_071	What are the key milestones associated with children's independence from their parents in Algeria's society?
ar-DZ_072	ما هي الهدية التي تقدمها عند زيارة الوالدين المسنين في الجزائر؟
en-DZ_072	What is the common gift you give when visiting elderly parents in Algeria?
ar-DZ_073	ما هو أول يوم يحتفل فيه الناس بولادة طفل في الجزائر؟
en-DZ_073	When is the first day that people celebrate after a child is born in Algeria?
ar-DZ_074	أي عيد ميلاد يحتفل به بأكبر قدر من الفخامة في المجتمع الجزائري؟
en-DZ_074	Which age's birthday is celebrated the most grandly in Algeria's society?
ar-DZ_075	أين يحضّر طلاب المتوسط والثانوي لامتحاناتهم  في الجزائر؟
en-DZ_075	Where do middle and high school students in Algeria usually study for exams?
ar-DZ_076	أين يذهب طلاب الثانوية في الجزائر عادة بعد العشاء؟
en-DZ_076	Where do high school students in Algeria usually go after dinner?
ar-DZ_077	كيف يتنقل تلاميذ المدارس الابتدائية إلى المدرسة في الجزائر؟
en-DZ_077	How do elementary school students in Algeria go to school?
ar-DZ_078	ما هي أكثر أشكال التعليم الخاص شيوعًا في الجزائر؟
en-DZ_078	What is the most common form of private education in Algeria?
ar-DZ_079	أي أكاديمية أو معهد تعليمي خاص بمادة معينة يرتادها طلاب المتوسط أو الثانوي في الجزائر بكثرة؟
en-DZ_079	Which subject’s academy/private educational institute do middle or high students most frequently attend in Algeria?
ar-DZ_080	ماهو نوع الملابس التي يرتديها طلاب المتوسط والثانوي للذهاب إلى المدرسة في الجزائر؟
en-DZ_080	What type of clothing do middle and high school students wear to school in Algeria?
ar-DZ_081	ما هو التخصص الجامعي  الذي يُعتبر الأصعب  بسبب معدل القبول في الجزائر؟
en-DZ_081	Which major is considered the most difficult to gain admission to in Algeria?
ar-DZ_082	ما هي الآلة الموسيقية التي يقبل أكثر تلاميذ المدارس على تعلمها؟
en-DZ_082	What is the most commonly learned musical instrument by elementary school students in Algeria?
ar-DZ_083	ماذا يفعل طلاب الثانوية عادة أثناء فترة الاستراحة في المدارس في الجزائر؟
en-DZ_083	What do high school students typically do during break time in schools in Algeria?
ar-DZ_084	ماهو نوع الأحذية التي يرتديها طلاب المدارس في الجزائر؟
en-DZ_084	What kind of shoes do students wear in schools in Algeria?
ar-DZ_085	ما هي مواد امتحان دخول الجامعة في الجزائر؟
en-DZ_085	What are the required subjects in Algeria's university entrance exam?
ar-DZ_086	ماهي المنطقة (داخل مدينة) في الجزائر التي تتمتع بأعلى حماس أكاديمي؟
en-DZ_086	Which region (within a city) in Algeria has the highest academic fervor?
ar-DZ_087	ما الذي يتطلع إليه الناس أكثر شيء في مهرجانات الجامعات في الجزائر؟
en-DZ_087	What do people look forward to the most at university festivals in Algeria?
ar-DZ_088	ما هي ثاني رياضة الأكثر شعبية في الجزائر؟
en-DZ_088	What is the second most popular sport in Algeria?
ar-DZ_089	ما هي أشهر رياضة تُلعب بدون كرة في الجزائر؟
en-DZ_089	What is the most popular sport played without a ball in Algeria?
ar-DZ_090	ما هي الرياضات الأكثر ارتباطًا بالطبقة الغنية في الجزائر؟
en-DZ_090	What sports are most associated with the upper class in Algeria?
ar-DZ_091	ما هي الرياضة المائية الأكثر شعبية في الجزائر؟
en-DZ_091	What is the most popular water sport in Algeria?
ar-DZ_092	ما هي أشهر رياضة ذهنية في الجزائر؟
en-DZ_092	What is the most popular mental sport in Algeria?
ar-DZ_093	ماهو عدد أيام العطل التي يحصل عليها العامل العادي في الجزائر؟(استعمل الأرقام العربية مثل 12) 
en-DZ_093	How many holiday days per year does a standard worker gets in Algeria? (Provide Arabic numerals (e.g., 12) only.)
